Symbol,Description,Asset_Type
BFK,Blackrock Muni Income Trust,Stock
BFO,Blackrock Florida Muni 2020 Trust,Stock
BFR,Bbva Banco Frances S.A.,Stock
BFRA,Biofrontera Ag ADR,Stock
BFS,Saul Centers,Stock
BFS-C,Saul Centers Inc,Stock
BFS-D,Saul Centers Inc Dep Shs Repstg 1/100Th Pfd Ser,Stock
BFZ,Blackrock California Muni Trust,Stock
BG,Bunge Ltd,Stock
BGB,Blackstone / Gso Strategic Cre,Stock
BGC,General Cable Corp,Stock
BGCA,Bgc Partners Inc,Stock
BGCP,Bgc Partners Cl A,Stock
BGFV,Big 5 Sporting,Stock
BGG,Briggs & Stratton Corp,Stock
BGH,Babson Capital Global Short Du,Stock
BGIO,Blackrock 2022 Global Income Opportunity Trust,Stock
BGNE,Beigene Ltd Ads,Stock
BGR,Blackrock Energy and Resources Trust,Stock
BGS,B&G Foods Holdings,Stock
BGT,Blackrock Global,Stock
BGX,Blackstone Gso Long Short Credit Fund,Stock
BGY,Blackrock International,Stock
BH,Biglari Holdings Inc,Stock
BHAC,Barington/Hilco Acq,Stock
BHACR,Barington/Hilco Rgts,Stock
BHACW,Barington/Hilco Wts,Stock
BHBK,Blue Hills Bancorp,Stock
BHE,Benchmark Electronics,Stock
BHF,Brighthouse Financial Inc,Stock
BHGE,Baker Hughes A Ge Co. Cl. A,Stock
BHK,Blackrock Core Trust,Stock
BHLB,Berkshire Hills Bancorp,Stock
BHP,Bhp Billiton Ltd,Stock
BHVN,Biohaven Pharmaceutical Holding Company Ltd,Stock
BIB,Ultra Nasdaq Biotech Proshares,Stock
BICK,BICK Index Fund FT,Stock
BID,Sotheby's Holdings,Stock
BIDU,Baidu Inc,Stock
BIF,Boulder Growth & Income Fund Inc,Stock
BIG,Big Lots,Stock
BIIB,Biogen Inc,Stock
BIO,Bio-Rad Laboratories,Stock
BIO.B,Bio Rad Labs Cl B,Stock
BIOC,Biocept Inc,Stock
BIOL,Biolase Inc,Stock
BIOS,Bioscrip Inc,Stock
BIP,Brookfield Infrastructure Partners LP,Stock
BIS,Ultrashort Biotechnology Proshares,Stock
BIT,Blackrock Multi-Sector Income T,Stock
BITA,Bitauto Holdings Ltd,Stock
BIVV,Bioverativ Inc,Stock
BJRI,Bj's Restaurants Inc,Stock
BJZ,Blackrock California Muni 2018 Trust,Stock
BK,Bank of New York Mellon Corp,Stock
BK-C,The Bank of New York Mellon Co,Stock
BKCC,Blackrock Cptl Invt,Stock
BKD,Brookdale Senior Living Inc,Stock
BKE,Buckle Inc,Stock
BKEP,Blueknight Energy LP,Stock
BKEPP,Blueknight Srs A Uts,Stock
BKH,Black Hills Corp,Stock
BKHU,Black Hills Corp,Stock
BKI,Black Knight Inc,Stock
BKK,Blackrock Muni 2020 Trust,Stock
BKN,Blackrock Investment Quality Municipal,Stock
BKNG,Booking Holdings Inc.,Stock
BKS,Barnes & Noble,Stock
BKSC,Bank of So Car Cp,Stock
BKT,Blackrock Income Trust Inc,Stock
BKU,BankUnited Inc,Stock
BKYI,Bio-Key Intl Inc,Stock
BL,Blackline Inc,Stock
BLBD,Blue Bird Corp,Stock
BLCM,Bellicum Pharma Comm,Stock
BLCN,Reality Shares Nasdaq Nextgen Economy ETF,Stock
BLD,Topbuild Corp,Stock
BLDP,Ballard Power Sys,Stock
BLDR,Builders Firstsource,Stock
BLFS,Biolife Solutions,Stock
BLH,Blackrock New York Muni 2018 Trust,Stock
BLIN,Bridgeline Digital,Stock
BLK,Blackrock,Stock
BLKB,Blackbaud Inc,Stock
BLL,Ball Corp,Stock
BLMN,Bloomin' Brands Inc,Stock
BLMT,Bsb Bancorp Inc,Stock
BLNK,Blink Charging Co,Stock
BLNKW,Blink Charging Co. Warrant,Stock
BLPH,Bellerophon Ther Com,Stock
BLRX,Biolinerx Ltd,Stock
BLUE,Bluebird Bio,Stock
BLW,Blackrock Limited Duration Income Trust,Stock
BLX,Banco Latinoamericano De Comercio,Stock
BMA,Banco Macro S.A.,Stock
BMCH,Bmc Stock Holdings,Stock
BME,Blackrock Health Sciences Trust,Stock
BMI,Badger Meter,Stock
BML-G,Bank America Dep G,Stock
BML-H,Bank America Dep H,Stock
BML-I,Bank America Dep I,Stock
BML-J,Bank America Dep J,Stock
BML-L,Bank America Dep L,Stock
BMLP,Bank of Montreal BMO Elkhorn DWA MLP Select,Stock
BMO,Bank of Montreal,Stock
BMRA,Biomerica Inc,Stock
BMRC,Bank of Marin Bancrp,Stock
BMRN,Biomarin Pharmaceut,Stock
BMS,Bemis Company,Stock
BMTC,Bryn Mawr Bank Corp,Stock
BMY,Bristol-Myers Squibb Company,Stock
BNCL,Beneficial Bancorp,Stock
BNDX,Total Intl Bond ETF Vanguard,Stock
BNED,Barnes & Noble Education Inc C,Stock
BNFT,Benefitfocus,Stock
BNJ,Blackrock New Jersey Muni Income Trust,Stock
BNS,Bank of Nova Scotia,Stock
BNSO,Bonso Elec Intl In,Stock
BNTC,Benitec Biopharm Ads,Stock
BNTCW,Benitec Biopharm Wrt,Stock
BNY,Blackrock New York Muni Trust Inc,Stock
BOCH,Bank of Commerce Hld,Stock
BOE,Blackrock Global,Stock
BOFI,Bofi Holding Inc,Stock
BOFIL,Bofi Hld Sub Not,Stock
BOH,Bank of Hawaii Corp,Stock
BOJA,Bojangles Inc CS,Stock
BOKF,Bok Financial Corp,Stock
BOKFL,Bok Financial Corp,Stock
BOLD,Audentes Therapeutics Inc,Stock
BOMN,Boston Omaha Corporation Class A,Stock
BOOM,Dynamic Materials,Stock
BOOT,Boot Barn Holdings Inc,Stock
BORN,China New Borun Corp,Stock
BOSC,Bos Better Online,Stock
BOTJ,Bank of The Jame Fnl,Stock
BOTZ,G-X Robotics & Artificial Intel Thmtc ETF,Stock
BOX,Box Inc,Stock
BOXL,Boxlight Corporation Class A,Stock
BP,BP Plc,Stock
BPFH,Boston Pvt Finl Hldg,Stock
BPFHP,Boston Private Dep S,Stock
BPFHW,Boston Private Wts,Stock
BPI,Bridgepoint Education,Stock
BPK,Blackrock Muni 2018 Trust,Stock
BPL,Buckeye Partners LP,Stock
BPMC,Blueprint Medi Cm ST,Stock
BPMP,BP Midstream Partners LP,Stock
BPOP,Popular Inc,Stock
BPOPM,Popular Inc Trust II,Stock
BPOPN,Popular Inc Trust I,Stock
BPRN,Bank of Princeton,Stock
BPT,BP Prudhoe Bay Royalty Trust,Stock
BPTH,Bio-Path Holdings,Stock
BPY,Brookfield Property Partners L,Stock
BQH,Blackrock New York Muni Trust,Stock
BR,Broadridge Financial Solutions Llc,Stock
BRAC,Black Ridge Acquisition Corp,Stock
BRACR,Black Ridge Acquisition Corp Right,Stock
BRACU,Black Ridge Acquisition Corp Unit,Stock
BRACW,Black Ridge Acquisition Corp Warrant,Stock
BRC,Brady Corp,Stock
BREW,Craft Brew Alliance,Stock
BRFS,Brf-Brasil Foods S.A.,Stock
BRID,Bridgford Foods Cp,Stock
BRK.A,Berkshire Hath Hld A,Stock
BRK.B,Berkshire Hath Hld B,Stock
BRKL,Brookline Bancorp,Stock
BRKR,Bruker Corp,Stock
BRKS,Brooks Automation,Stock
BRO,Brown & Brown,Stock
BRPA,Big Rock Partners Acquisition Corp,Stock
BRPAR,Big Rock Partners Acquisition Corp Right,Stock
BRPAU,Big Rock Partners Acquisition Corp Unit,Stock
BRPAW,Big Rock Partners Acquisition Corp Warrant,Stock
BRQS,Borqs Technologies Inc,Stock
BRS,Bristow Group Inc,Stock
BRSS,Global Brass and Copper Holdin,Stock
BRT,BRT Realty Trust,Stock
BRX,Brixmor Property Group Inc,Stock
BSAC,Banco Santander Chile ADR,Stock
BSBR,Banco Santander Brasil S.A.,Stock
BSD,Blackrock Strategic Muni Trust Inc,Stock
BSE,Blackrock New York Muni Income Trust,Stock
BSET,Bassett Furniture,Stock
BSF,Bear State Fin Inc,Stock
BSL,Blackstone Gso Senior Floating Rate,Stock
BSM,Black Stone Minerals LP,Stock
BSMX,Grupo Financiero Santander Mexico,Stock
BSPM,Biostar Pharmaceutic,Stock
BSQR,Bsquare Corp,Stock
BSRR,Sierra Bancorp,Stock
BST,Blackrock Science and Technolo,Stock
BSTC,Biospecifics Tech Cp,Stock
BSTI,Best Inc ADR,Stock
BSX,Boston Scientific Corp,Stock
BT,Bt Group Plc,Stock
BTA,Blackrock Long-Term Muni Advantage Trust,Stock
BTAI,Bioxcel Therapeutics Inc.,Stock
BTE,Baytex Energy Corp,Stock
BTEC,Principal Healthcare Innovators Index,Stock
BTI,British American Tobacco Industries,Stock
BTO,John Hancock Bank and Thrift Fund,Stock
BTT,Blackrock Municipal Target Term,Stock
BTU,Peabody Energy Corp,Stock
BTZ,Blackrock Preferred,Stock
BUD,Anheuser-Busch Inbev S.A.,Stock
BUFF,Blue Buffalo Pet,Stock
BUI,Blackrock Utility and Infrastr,Stock
BUR,Burcon Nutrascience,Stock
BURG,Chanticleer Hldgs,Stock
BURL,Burlington Stores Inc,Stock
BUSE,First Busey Corp,Stock
BVN,Compania Mina Buenaventura S.A.,Stock
BVNSC,Brandes Investment Trust Brandes Value Nextshare,Stock
BVSN,Broadvision Inc,Stock
BVXV,Biondvax Pharma Ads,Stock
BVXVW,Biondvax Pharma WT,Stock
BW,Babcock & Wilcox Enterprises I,Stock
BWA,Borgwarner Inc,Stock
BWB,Bridgewater Bancshares Inc.,Stock
BWEN,Broadwind Energy Inc,Stock
BWFG,Bankwell Financial,Stock
BWG,Legg Mason Bw Global Income Op,Stock
BWINA,Baldwin Lyons Cl A,Stock
BWINB,Baldwin Lyons Cl B,Stock
BWP,Boardwalk Pipeline Partners LP,Stock
BWXT,Bwx Technologies Inc,Stock
BX,The Blackstone Group LP,Stock
BXC,Bluelinx Holdings Inc,Stock
BXE,Bellatrix Exploration Ltd,Stock
BXG,Bluegreen Vacations Corporation,Stock
BXMT,Blackstone Mortgage Trust Inc Cl A,Stock
BXMX,Nuveen Equity Premium,Stock
BXP,Boston Properties,Stock
BXP-B,Boston Properties Inc,Stock
BXS,Bancorpsouth Inc,Stock
BY,Byline Bancorp Inc,Stock
BYBK,Bay Bancorp Inc,Stock
BYD,Boyd Gaming Corp,Stock
BYFC,Broadway Fin Cp,Stock
BYM,Blackrock Muni Income Quality Trust,Stock
BYSI,Beyondspring Inc Ordinary Shares,Stock
BZH,Beazer Homes USA,Stock
BZUN,Baozun Inc Ads,Stock
C,Citigroup Inc,Stock
C.A,Citigroup Inc Wrnt 'A',Stock
CA,CA Inc,Stock
CAAP,Corporacion America Airports Sa,Stock
CAAS,China Automotive Sys,Stock
CABO,Cable One Inc,Stock
CAC,Camden Natl Cp,Stock
CACC,Credit Acceptance,Stock
CACG,Legg Clearbridge All Cap Growth ETF,Stock
CACI,Caci International,Stock
CADC,China Advanced Const,Stock
CADE,Cadence Bancorporation Class A,Stock
CAE,Cae Inc,Stock
CAF,Morgan Stanley China A Share Fund Inc,Stock
CAFD,8Point3 Energy Cl A,Stock
CAG,Conagra Brands Inc,Stock
CAH,Cardinal Health,Stock
CAI,Cai International,Stock
CAJ,Canon Inc,Stock
CAKE,Cheesecake Fact,Stock
CAL,Caleres Inc,Stock
CALA,Calithera Biosci Com,Stock
CALD,Callidus Software,Stock
CALI,China Auto Logistics,Stock
CALL,Magicjack Vocaltec L,Stock
CALM,Cal-Maine Foods In,Stock
CALX,Calix Inc,Stock
CAMP,Calamp Corp,Stock
CAMT,Camtek Ltd,Stock
CAPL,Crossamerica Partners LP,Stock
CAPR,Capricor Therap,Stock
CAR,Avis Budget Group I,Stock
CARA,Cara Therapeutics,Stock
CARB,Carbonite Inc,Stock
CARG,Cargurus Inc Class A,Stock
CARO,Carolina Financial Corp,Stock
CARS,Cars.Com Inc,Stock
CART,Carolina Trust Bank,Stock
CARV,Carver Bancorp,Stock
CARZ,Nasdaq Global Auto Index Fund FT,Stock
CASA,Casa Systems Inc,Stock
CASC,Cascadian Therapeutics Inc,Stock
CASH,Meta Financial Grp,Stock
CASI,Casi Phrmactcls Inc,Stock
CASM,Cas Medical Sys Inc,Stock
CASS,Cass Information Sys,Stock
CASY,Casey's General Stor,Stock
CAT,Caterpillar Inc,Stock
CATB,Catabasis Pharma,Stock
CATC,Cambridge Bancorp,Stock
CATH,G-X S&P 500 Catholic Values ETF,Stock
CATM,Cardtronics Inc,Stock
CATO,Cato Corp,Stock
CATS,Catasys Inc,Stock
CATY,Cathay Genl Bncp,Stock
CAVM,Cavium Inc,Stock
CB,Chubb Ltd,Stock
CBA,Clearbridge American Energy ML,Stock
CBAK,China Bak Battery,Stock
CBAN,Colony Bankcorp Inc,Stock
CBAY,Cymabay Therapeutics,Stock
CBB,Cincinnati Bell Inc,Stock
CBB-B,Cincinnati Bell Pr B,Stock
CBD,Companhia Brasileira De Distribuicao,Stock
CBFV,Cb Financial Svc,Stock
CBG,CBRE Group Inc,Stock
CBH,Allianzgi Convertible Income 2024 Target Term Fu,Stock
CBI,Chicago Bridge & Iron Company N.V.,Stock
CBIO,Catalyst Bio,Stock
CBK,Christopher & Banks Corp,Stock
CBL,Cbl & Associates Properties,Stock
CBL-D,Cbl Pfd D,Stock
CBL-E,Cbl & Associates Properties I,Stock
CBLI,Cleveland Biolabs,Stock
CBM,Cambrex Corp,Stock
CBMG,Cellular Biomedicine,Stock
CBOE,CBOE Global Markets Inc,Stock
CBPO,China Biologic Produ,Stock
CBPX,Continental Building Products,Stock
CBRE,CBRE Group Inc,Stock
CBRL,Cracker Barrel,Stock
CBS,CBS Corp,Stock
CBS.A,CBS Corp,Stock
CBSH,Commerce Bancshares,Stock
CBSHP,Commerce BNC B Dep,Stock
CBT,Cabot Corp,Stock
CBTX,Cbtx Inc,Stock
CBU,Community Bank System,Stock
CBZ,Cbiz Inc,Stock
CC,Chemours Company,Stock
C-C,Citigroup Inc Prfd C 5.8 P12/31/49 +C,Stock
CCBG,Capital City Bank Gr,Stock
CCC,Calgon Carbon Corp,Stock
CCCL,China Ceramics Co,Stock
CCCR,China Commercial Cre,Stock
CCD,Calams Dy Cnv In,Stock
CCE,Coca Cola European Partners,Stock
CCI,Crown Castle International Corp,Stock
CCI-A,Crown Castle International Corp,Stock
CCIH,Chinacache Hldgs ADR,Stock
CCJ,Cameco Corp,Stock
CCK,Crown Cork & Seal Company,Stock
CCL,Carnival Corp,Stock
CCLP,CSI Compressco,Stock
CCM,Concord Medical Services,Stock
CCMP,Cabot Microelectron,Stock
CCNE,Cnb Financial Corp,Stock
CCO,Clear Channel Outdoor Holdings,Stock
CCOI,Cogent Comm Hldgs,Stock
CCR,Consol Coal Resources LP,Stock
CCRC,China Customer Ord,Stock
CCRN,Cross Ctry Hlthcr,Stock
CCS,Century Communities Inc,Stock
CCT,Corporate Capital Trust Inc,Stock
CCU,Compania Cervecerias Unidas S.A.,Stock
CCUR,Concurrent Computer,Stock
CCXI,Chemocentryx Inc,Stock
CCZ,Comcast Corp,Stock
CDC,Victory US Eqty Income Ehnd Vol Wtd ETF,Stock
CDE,Coeur Mining Inc,Stock
CDEV,Centennial Resource Development Inc,Stock
CDK,Cdk Global Inc,Stock
CDL,Victory US Largecap Hi Div Vol Wtd ETF,Stock
CDLX,Cardlytics Inc.,Stock
CDMO,Avid Bioservices Inc.,Stock
CDMOP,Avid Bioservices Inc.,Stock
CDNA,Caredx Inc,Stock
CDNS,Cadence Design Sys,Stock
CDR,Cedar Shopping Centers Inc,Stock
CDR-B,Cedar Realty Trust Inc,Stock
CDR-C,Cedar Realty Trust Inc,Stock
CDTI,Clean Diesel Technol,Stock
CDTX,Cidara Thera,Stock
CDW,CDW Corp,Stock
CDXC,Chromadex Corp CS,Stock
CDXS,Codexis Inc,Stock
CDZI,Cadiz Inc,Stock
CE,Celanese Corp,Stock
CEA,China Eastern Airlines Corp Ltd,Stock
CECE,C E C O Envir,Stock
CECO,Career Education,Stock
CEE,Central Europe and Russia Fund,Stock
CEIX,Consol Energy Inc,Stock
CEL,Cellcom Israel,Stock
CELC,Celcuity Inc,Stock
CELG,Celgene Corp,Stock
CELGZ,Celgene Cp Cvr,Stock
CELH,Celsius Holdings Inc,Stock
CELP,Cypress Energy Partners LP,Stock
CEM,Clearbridge Energy MLP Fund Inc,Stock
CEMI,Chembio Diagnostics,Stock
CEN,Center Coast MLP & Infrastructure,Stock
CENT,Central Garden,Stock
CENTA,Central Garden & Pet,Stock
CENX,Century Aluminum C,Stock
CEO,Cnooc Ltd,Stock
CEPU,Central Puerto S.A. ADR,Stock
CEQP,Crestwood Equity Partners LP,Stock
CERC,Cerecor Inc,Stock
CERCW,Cerecor Inc Cl A WT,Stock
CERN,Cerner Corp,Stock
CERS,Cerus Corp,Stock
CETV,Central EUR Med A,Stock
CETX,Cemtrex Inc,Stock
CETXP,Cemtrex Inc Series 1 Pfd.,Stock
CETXW,Cemtrex Inc Series 1 Warrant,Stock
CEVA,Ceva Inc,Stock
CEY,Victoryshares Emerging Market High Div Vol Wtd E,Stock
CEZ,Victory EM Vol Wtd ETF,Stock
CF,Cf Industries Holdings,Stock
CFA,Victory US 500 Vol ETF ETF,Stock
CFBI,Community First Bancshares Inc,Stock
CFBK,Central Fed Cp,Stock
CFC-B,Countrywide Cap V,Stock
CFFI,C&F Financial Corp,Stock
CFFN,Capitol Fed Finl Inc,Stock
CFG,Citizens Financial Group Inc/Ri,Stock
CFMS,Conformis Inc CS,Stock
CFO,Victory US 500 Ehnd Vol Wtd ETF,Stock
CFR,Cullen/Frost Bankers,Stock
CFR-A,Cullen/Frost Bankers Inc,Stock
CFRX,Contrafect,Stock
CFX,Colfax Corp,Stock
CG,The Carlyle Group,Stock
CGA,China Green Agriculture,Stock
CGBD,Tcg Bdc Inc,Stock
CGEN,Compugen Ltd,Stock
CGG,Compagnie Generale De Gephysqu,Stock
CGI,Celadon Group,Stock
CGIX,Cancer Genetics Inc,Stock
CGNT,Cogentix Medical In,Stock
CGNX,Cognex Cp,Stock
CGO,Calamos Glb Ttl Rtn,Stock
CHA,China Telecom Corp Ltd,Stock
CHCI,Comstock Hldgs Cos,Stock
CHCO,City Holding Co,Stock
CHCT,Community Healthcare Trust Inc,Stock
CHD,Church & Dwight Company,Stock
CHDN,Churchill Downs In,Stock
CHE,Chemed Inc,Stock
CHEF,The Chefs Warehouse,Stock
CHEK,Check-Cap Ltd Ord,Stock
CHEKW,Check-Cap Ltd A WT,Stock
CHFC,Chemical Financial,Stock
CHFN,Charter Finl Corp,Stock
CHFS,Chf Solutions Inc,Stock
CHGG,Chegg Inc,Stock
CHH,Choice Hotels International,Stock
CHI,Calamos Cv Opp & Inc,Stock
CHK,Chesapeake Energy Corp,Stock
CHK-D,Chesapeake En Cv Pfd,Stock
CHKE,Cherokee Inc,Stock
CHKP,Check Point Software,Stock
CHKR,Chesapeake Granite Wash Trust,Stock
CHL,China Mobile [Hong Kong] Ltd,Stock
CHMA,Chiasma Inc,Stock
CHM-A,Cherry Hill Mortgage Investment Corp,Stock
CHMG,Chemung Financial Cp,Stock
CHMI,Cherry Hill Mortgage Investmen,Stock
CHN,China Fund,Stock
CHNR,China Natural Res,Stock
CHRS,Coherus Bio,Stock
CHRW,C.H. Robinson Ww,Stock
CHS,Chico's Fas,Stock
CHSCL,CHS B Cum Pfd Srs 4,Stock
CHSCM,CHS Pfd Clb Ser3,Stock
CHSCN,CHS Inc Pfd B Srs 2,Stock
CHSCO,CHS Inc Cl B Pfd,Stock
CHSCP,CHS Inc Cum Pfd,Stock
CHSP,Chesapeake Lodging Trust,Stock
CHT,Chunghwa Telecom Co Ltd,Stock
CHTR,Charter Communicatio,Stock
CHU,China Unicom [Hong Kong] Ltd,Stock
CHUBA,Commercehub Inc,Stock
CHUBK,Commercehub Inc,Stock
CHUY,Chuy's Holdings Inc,Stock
CHW,Calamos Gbl Dyn Inc,Stock
CHY,Calamos Cv & High In,Stock
CI,Cigna Corp,Stock
CIA,Citizens Inc,Stock
CIB,Bancolombia S.A.,Stock
CIBR,Nasdaq Cybersecurity ETF FT,Stock
CIC,Capitol Investment Corp IV,Stock
CIC.U,Capitol Investment Corp IV Units,Stock
CIC.W,Capitol Investment Corp IV Wrnt,Stock
CID,Victory Intl Hi Div Vol Wtd ETF,Stock
CIDM,Cinedigm Corp,Stock
CIEN,Ciena Corp,Stock
CIF,Colonial Intermediate High,Stock
CIFS,China Internet Nationwide Financial Services Inc,Stock
CIG,Comp En De Mn Cemig ADR,Stock
CIG.C,Comp En De Mn Cemig Class C ADR,Stock
CIGI,Colliers Intl Grp In,Stock
CII,Blackrock Capital and Income Strategies,Stock
CIL,Victory Intl Vol Wtd ETF,Stock
CIM,Chimera Investment Corp,Stock
CIM-A,Chimera Investment Corp,Stock
CIM-B,Chimera Investment Corp,Stock
CINF,Cincinnati Financial,Stock
CINR,Ciner Resources LP,Stock
CIO,City Office REIT Inc,Stock
CIO-A,City Office REIT Inc,Stock
CIR,Circor International,Stock
CISN,Cision Ltd,Stock
CIT,Cit Group Inc [Del],Stock
CIU,Interm Credit Bd Ishares,Stock
CIVB,Civista Bncshrs,Stock
CIVBP,Civista Bancshrs Dep,Stock
CIVI,Civitas Solutions Inc,Stock
CIZ,Victory Dev Enhd Vol Wtd ETF,Stock
CIZN,Citizens Hldg Co,Stock
CJ,C&J Energy Services Inc,Stock
C-J,Citigroup Inc Prfd C V7.125 P12/31/49 J,Stock
CJJD,China Jojo Drugstore,Stock
C-K,Citigroup Inc Prfd C V6.875 P12/31/49 K,Stock
CKH,Seacor Smit Inc,Stock
CKPT,Checkpoint Therapeutics Inc,Stock
CL,Colgate-Palmolive Company,Stock
C-L,Citigroup Inc Prfd C 6.875 P12/31/49 L,Stock
CLAR,Clarus Corp,Stock
CLB,Core Laboratories N.V.,Stock
CLBS,Caladrius Bio,Stock
CLCT,Collectors Universe,Stock
CLD,Cloud Peak Energy Inc,Stock
CLDC,China Lending Corp,Stock
CLDR,Cloudera Inc,Stock
CLDT,Chatham Lodging Trust [Reit],Stock
CLDX,Celldex Therapeutics,Stock
CLF,Cleveland-Cliffs Inc,Stock
CLFD,Clearfield Inc,Stock
CLGN,Collplant Holdings Ltd.,Stock
CLGX,Corelogic,Stock
CLH,Clean Harbors,Stock
CLI,Mack-Cali Realty Corp,Stock
CLIR,Clearsign Combustion,Stock
CLIRW,Clearsign Combustion Corporation Warrant,Stock
CLLS,Cellectis S.A. Ads,Stock
CLMT,Calumet Specialty Pr,Stock
CLN-B,Colony Financial Inc Perp Pfd,Stock
CLNC,Colony Northstar Credit Real Estate Inc. Class,Stock
CLN-D,Colony Northstar [Clnspd],Stock
CLNE,Clean Energy Fuels,Stock
CLN-E,Colony Northstar [Clnspe],Stock
CLN-G,Colony Northstar [Clnspg],Stock
CLN-H,Colony Northstar [Clnsph],Stock
CLN-I,Colony Northstar Inc. 7.15% Series I Pfd,Stock
CLN-J,Colony Northstar Inc Cum Red Perp Pfd Ser J,Stock
CLNS,Colony Northstar Inc,Stock
CLPR,Clipper Realty Inc,Stock
CLR,Continental Resources,Stock
CLRB,Cellectar Biosc,Stock
CLRBW,Cellectar Biosc WT,Stock
CLRBZ,Cellectar Bio Sra WT,Stock
CLRG,IQ Chaikin U.S. Large Cap ETF,Stock
CLRO,Clearone Inc,Stock
CLS,Celestica Inc,Stock
CLSD,Clearside Biomedi,Stock
CLSN,Celsion Corp,Stock
CLUB,Town Sports Internat,Stock
CLVS,Clovis Oncology Inc,Stock
CLW,Clearwater Paper Corp,Stock
CLWT,Euro Tech Hldg,Stock
CLX,Clorox Company,Stock
CLXT,Calyxt Inc,Stock
CM,Canadian Imperial Bank of Commerce,Stock
CMA,Comerica Inc,Stock
CMA.W,Comerica Inc,Stock
CMC,Commercial Metals Company,Stock
CMCM,Cheetah Mobile Inc,Stock
CMCO,Columbus Mckinnon,Stock
CMCSA,Comcast Corp A,Stock
CMCT,Cim Commercial TR Cp,Stock
CMD,Cantel Medical,Stock
CME,CME Group Inc,Stock
CMFN,Cm Finance,Stock
CMG,Chipotle Mexican Grill,Stock
CMI,Cummins Inc,Stock
CMO,Capstead Mortgage Corp,Stock
CMO-E,Capstead Mortgage Corp,Stock
CMP,Compass Minerals Intl Inc,Stock
CMPR,Cimpress N.V. Ord,Stock
CMR-B,Costamare Inc Perpetual Prefer,Stock
CMR-C,Costamare Inc Perpetual Prefer,Stock
CMR-D,Costamare Inc 8.75% Series D Cum Perp Pref,Stock
CMRE,Costamare Inc,Stock
CMR-E,Costamare Inc. Pfd,Stock
CMRX,Chimerix Inc,Stock
CMS,Cms Energy Corp,Stock
CMSA,Cms Energy Corporation 5.625% Junior Subordinate,Stock
CMS-B,Consumers Engry 4.50,Stock
CMSS,Cm Seven Star Acquisition Corporation Ordinary S,Stock
CMSSR,Cm Seven Star Acquisition Corporation Right,Stock
CMSSU,Cm Seven Star Acquisition Corp,Stock
CMSSW,Cm Seven Star Acquisition Corporation Warrant,Stock
CMTA,Clementia Pharmaceuticals Inc,Stock
CMTL,Comtech Telecom Co,Stock
CMU,Colonial Muni Income Trust,Stock
C-N,Citigroup Cap Prfd C V7.875 10/30/40,Stock
CNA,Cna Financial Corp,Stock
CNAC,Constellation Alpha Capital Corp Ordinary Share,Stock
CNACR,Constellation Alpha Capital Corp Right,Stock
CNACU,Constellation Alpha Capital Corp Unit,Stock
CNACW,Constellation Alpha Capital Corp Warrant,Stock
CNAT,Conatus Pharmaceutic,Stock
CNBKA,Century Bancorp Inc,Stock
CNC,Centene Corp,Stock
CNCE,Concert Pharmaceutic,Stock
CNCR,Loncar Cancer Immunotherapy ETF,Stock
CNDT,Conduent Inc,Stock
CNET,Chinanet Online Hldg,Stock
CNFR,Conifer Holdings,Stock
CNHI,CNH Industrial N.V.,Stock
CNI,Canadian National Railway Company,Stock
CNIT,China Info Tech,Stock
CNK,Cinemark Holdings Inc,Stock
CNMD,C O N M E D Cp,Stock
CNNE,Cannae Holdings Inc,Stock
CNO,Cno Financial Group,Stock
CNOB,Connectone Bancorp,Stock
CNP,Centerpoint Energy Inc,Stock
CNQ,Canadian Natural Resources,Stock
CNS,Cohn & Steers Inc,Stock
CNSL,Consolidated Communications Holdings Inc,Stock
CNTF,China Techfaith Wire,Stock
CNTY,Century Casinos In,Stock
CNX,CNX Resources Corp,Stock
CNXM,CNX Midstream Partners LP,Stock
CNXN,PC Connection Inc,Stock
CO,Global Cord Blood Corp.,Stock
COBZ,Cobiz Financial Inc,Stock
COCP,Cocrystal Pharma Inc,Stock
CODA,Coda Octopus Group,Stock
COD-A,Compass Diversified Holdings Pfd Ser A,Stock
COD-B,Compass Diversified Holdings Fixed/Fltg Rate Cum,Stock
CODI,Compass Diversified Holdings,Stock
CODX,Co-Diagnostics Inc,Stock
COE,China Online Education Group,Stock
COF,Capital One Financial Corp,Stock
COF.W,Capital One Financial Corp,Stock
COF-C,Capital One Financial Corporat,Stock
COF-D,Capital One Financial Corporat,Stock
COF-F,Capital One Financial Corporat,Stock
COF-G,Capital One Financial Corp,Stock
COF-H,Capital One Financial Corp Pfd,Stock
COF-P,Capital One Financial Corp Pfd,Stock
COG,Cabot Oil & Gas Corp,Stock
COGT,Cogint Inc,Stock
COHR,Coherent Inc,Stock
COHU,Cohu Inc,Stock
COKE,Coca Cola Bot Cons,Stock
COL,Rockwell Collins,Stock
COLB,Columbia Banking Sys,Stock
COLD,Americold Realty Trust,Stock
COLL,Collegium Pharma,Stock
COLM,Columbia Sprtswr,Stock
COMM,Commscope Holding Co,Stock
COMT,Ishares Commodities Select Strategy ETF,Stock
CONE,Cyrusone Inc,Stock
CONN,Conn's Inc,Stock
COO,Cooper Companies,Stock
COOL,Polarityte Inc,Stock
COP,Conocophillips,Stock
COR,Coresite Realty Corp,Stock
CORE,Core Mark Holding,Stock
CORI,Corium Intl,Stock
